Current_Customer_Grade,owns_car,wealth_segment,past_3_years_bike_related_purchases,property_valuation,age,label
10th grade,1,1,13,4,43,9
10th grade,0,2,65,7,33,3
10th grade,1,1,3,10,45,6
10th grade,0,2,57,9,21,3
10th grade,1,2,45,10,42,2
10th grade,1,3,6,5,20,2
10th grade,1,1,31,7,25,2
10th grade,1,1,13,9,55,6
10th grade,0,3,64,8,53,0
10th grade,1,3,0,1,60,9
10th grade,0,1,37,7,47,8
10th grade,0,2,14,4,22,5
10th grade,0,1,90,8,62,1
10th grade,0,1,72,2,22,5
10th grade,1,3,64,11,64,7
10th grade,1,2,98,10,45,4
10th grade,0,2,56,12,64,1
10th grade,1,3,88,9,42,7
10th grade,0,1,50,11,58,8
10th grade,1,1,29,7,40,6
10th grade,1,1,73,3,42,9
10th grade,1,1,91,4,35,4
10th grade,0,2,19,1,59,5
10th grade,0,2,42,9,41,0
10th grade,1,3,20,9,63,7
10th grade,1,1,9,10,24,2
10th grade,0,1,35,9,23,3
10th grade,0,1,55,9,61,1
10th grade,0,1,34,5,56,8
10th grade,0,1,22,7,40,8
10th grade,0,1,55,10,52,1
10th grade,0,1,70,9,41,1
10th grade,0,1,18,7,40,8
10th grade,0,2,98,7,55,1
10th grade,0,3,21,9,31,0
10th grade,0,2,69,3,59,5
10th grade,0,1,32,9,48,8
10th grade,0,3,2,10,35,0
10th grade,0,1,51,7,47,1
10th grade,0,1,83,9,50,1
10th grade,0,3,40,10,33,0
10th grade,0,1,72,9,44,1
10th grade,1,1,94,9,42,4
10th grade,1,3,37,9,26,2
10th grade,1,3,99,6,43,7
10th grade,0,1,38,9,42,8
10th grade,0,1,18,10,50,8
10th grade,1,1,19,6,65,6
10th grade,1,1,67,6,42,4
10th grade,0,1,90,9,54,1
10th grade,1,3,2,7,40,2
10th grade,1,1,33,6,43,6
10th grade,0,1,90,3,44,5
10th grade,1,2,17,10,34,2
10th grade,0,2,62,8,46,1
10th grade,1,1,57,8,40,4
10th grade,1,1,41,9,32,2
10th grade,0,1,20,4,25,5
10th grade,0,3,29,8,42,0
10th grade,1,3,82,5,31,7
10th grade,1,1,61,9,35,4
10th grade,0,3,68,12,33,0
10th grade,0,1,63,5,49,1
10th grade,0,2,25,7,26,3
10th grade,1,1,65,1,62,9
10th grade,1,1,90,10,28,4
10th grade,1,2,66,9,55,7
10th grade,1,3,4,5,31,2
10th grade,1,2,88,9,55,7
10th grade,0,1,91,11,42,1
10th grade,0,1,17,9,27,3
10th grade,0,1,1,11,62,8
10th grade,0,2,23,10,43,8
10th grade,1,3,68,12,42,7
10th grade,0,2,60,9,49,1
10th grade,0,2,59,1,21,5
10th grade,1,2,66,11,28,2
10th grade,0,3,73,8,42,0
10th grade,1,3,91,10,54,7
10th grade,0,3,41,8,48,0
10th grade,1,3,70,10,42,7
10th grade,1,1,50,8,51,6
10th grade,1,2,6,5,21,2
10th grade,1,1,77,3,46,9
10th grade,1,1,48,8,41,4
10th grade,1,1,6,2,34,9
10th grade,0,1,83,8,43,1
10th grade,0,1,42,10,56,8
10th grade,1,2,16,8,29,2
10th grade,1,1,13,9,44,6
10th grade,0,1,14,10,47,8
10th grade,1,2,77,9,44,4
10th grade,0,2,16,11,46,8
10th grade,1,1,59,9,31,4
10th grade,1,2,87,9,41,4
10th grade,0,1,49,10,44,8
10th grade,0,2,20,6,37,5
10th grade,1,1,76,2,41,9
10th grade,0,1,36,1,24,5
10th grade,1,3,48,12,35,7
10th grade,0,1,20,8,66,8
10th grade,0,2,27,11,46,8
10th grade,0,1,26,11,49,8
10th grade,1,2,4,8,27,2
10th grade,1,3,52,9,61,7
10th grade,0,2,73,11,55,1
10th grade,0,1,24,10,43,8
10th grade,0,1,17,5,36,5
10th grade,1,3,3,12,58,7
10th grade,1,1,39,2,32,9
10th grade,0,3,74,3,67,5
10th grade,0,1,29,10,35,3
10th grade,1,2,54,8,66,7
10th grade,1,3,35,10,46,7
10th grade,1,3,73,6,39,7
10th grade,1,2,58,5,41,9
10th grade,1,2,74,9,22,2
10th grade,0,1,47,6,20,3
10th grade,0,1,79,9,48,1
10th grade,0,2,85,5,47,1
10th grade,0,2,97,8,46,1
10th grade,0,1,32,4,27,5
10th grade,1,1,90,7,43,4
10th grade,1,1,60,7,54,6
10th grade,0,2,43,7,47,8
10th grade,1,2,35,11,35,2
10th grade,0,2,4,10,42,8
10th grade,1,1,63,8,34,4
10th grade,0,2,20,7,55,8
10th grade,0,1,29,5,32,5
10th grade,0,3,58,7,42,0
10th grade,0,2,53,5,31,5
10th grade,1,1,97,9,43,4
10th grade,0,1,30,10,32,3
10th grade,0,1,52,8,42,1
10th grade,0,2,30,8,23,3
10th grade,1,1,50,6,49,6
10th grade,0,1,3,10,41,8
10th grade,1,1,30,11,36,6
10th grade,1,3,38,11,40,7
10th grade,0,1,23,10,44,8
10th grade,1,3,83,10,43,7
10th grade,0,3,64,11,54,0
10th grade,0,1,8,4,53,8
10th grade,1,3,10,6,43,7
10th grade,0,2,19,10,61,8
10th grade,1,2,44,8,61,6
10th grade,1,1,63,9,56,6
10th grade,0,2,5,9,38,8
10th grade,0,3,53,7,46,0
10th grade,0,1,65,11,41,1
10th grade,1,3,37,10,22,2
10th grade,1,1,23,8,46,6
10th grade,0,1,32,7,43,8
10th grade,0,3,1,7,45,0
10th grade,0,2,28,3,40,5
10th grade,0,1,57,10,51,1
10th grade,0,3,35,6,39,0
10th grade,0,3,23,8,42,0
10th grade,0,3,19,3,47,5
10th grade,0,3,53,9,40,0
10th grade,1,3,74,8,31,7
10th grade,1,3,79,9,51,7
10th grade,0,1,33,9,59,8
10th grade,1,2,6,9,44,6
10th grade,0,1,25,2,28,5
10th grade,0,1,34,11,35,3
10th grade,1,3,80,7,58,7
10th grade,0,3,68,10,39,0
10th grade,0,2,33,8,43,8
10th grade,1,1,81,3,28,9
10th grade,1,3,0,8,34,2
10th grade,1,2,67,1,49,9
10th grade,1,1,71,9,43,4
10th grade,1,3,68,7,39,7
10th grade,1,2,31,2,57,9
10th grade,1,2,12,8,45,6
10th grade,1,1,26,8,44,6
10th grade,0,2,53,8,43,0
10th grade,0,3,98,9,61,0
10th grade,0,1,53,9,65,1
10th grade,1,1,15,10,21,2
10th grade,0,1,90,3,55,5
10th grade,1,3,99,10,53,7
10th grade,0,3,97,10,43,0
10th grade,1,2,30,10,35,2
10th grade,1,1,86,6,49,4
10th grade,1,1,83,10,60,4
10th grade,1,3,33,11,43,7
10th grade,0,3,79,8,22,0
10th grade,0,1,99,7,63,1
10th grade,1,1,9,6,63,6
10th grade,0,1,40,8,32,3
10th grade,1,1,25,10,43,6
10th grade,1,1,18,10,60,6
10th grade,0,3,93,9,62,0
10th grade,0,1,41,11,44,8
10th grade,0,2,30,8,44,8
10th grade,1,3,67,4,52,7
10th grade,0,2,41,10,19,3
10th grade,0,1,15,4,41,5
10th grade,1,3,31,10,42,7
10th grade,0,3,54,7,40,0
10th grade,0,2,37,9,35,3
10th grade,0,2,39,9,55,8
10th grade,0,1,47,3,49,5
10th grade,0,1,70,9,38,1
10th grade,1,1,81,10,45,4
10th grade,0,3,23,5,54,0
10th grade,1,1,49,9,39,4
10th grade,0,1,40,3,57,5
10th grade,0,2,75,3,27,5
10th grade,1,1,15,10,41,6
10th grade,0,1,27,11,51,8
10th grade,1,2,71,10,47,7
